2,6,2,-6,2,0
22,6,22,-6,22,0
42,6,42,-6,42,0
62,6,62,-6,62,0
82,6,82,-6,82,0
102,6,102,-6,102,0
122,6,122,-6,122,0
142,6,142,-6,142,0
162,6,162,-6,162,0
182,6,182,-6,182,0
202,6,202,-6,202,0
222,6,222,-6,222,0
242,6,242,-6,242,0
262,6,262,-6,262,0
282,6,282,-6,282,0
302,6,302,-6,302,0
322,6,322,-6,322,0
342,6,342,-6,342,0
362,6,362,-6,362,0
382,6,382,-6,382,0
402,6,402,-6,402,0
422,6,422,-6,422,0
442,6,442,-6,442,0
462,6,462,-6,462,0
482,6,482,-6,482,0
502,6,502,-6,502,0
522,6,522,-6,522,0
542,6,542,-6,542,0
562,6,562,-6,562,0
582,6,582,-6,582,0
602,6,602,-6,602,0
622,6,622,-6,622,0
642,6,642,-6,642,0
662,6,662,-6,662,0
682,6,682,-6,682,0
702,6,702,-6,702,0
722,6,722,-6,722,0
742,6,742,-6,742,0
762,6,762,-6,762,0
782,6,782,-6,782,0
802,6,802,-6,802,0
822,6,822,-6,822,0
842,6,842,-6,842,0
862,6,862,-6,862,0
882,6,882,-6,882,0
902,6,902,-6,902,0
922,6,922,-6,922,0
942,6,942,-6,942,0
962,6,962,-6,962,0
982,6,982,-6,982,0
1002.1,5.9788,1001.9,-6.0188,1002,-0.019999
1023.1,3.4451,1020.5,-8.2656,1021.8,-2.4103
1043.2,-3.2126,1038.3,-14.17,1040.8,-8.6911
1061.6,-13.729,1054.6,-23.495,1058.1,-18.612
1077.5,-27.685,1068.7,-35.871,1073.1,-31.778
1090.3,-44.523,1080.1,-50.804,1085.2,-47.663
1099.5,-63.131,1088.4,-67.723,1093.9,-65.427
1107.1,-81.609,1096,-86.201,1101.6,-83.905
1114.8,-100.09,1103.7,-104.68,1109.2,-102.38
1122.8,-117.79,1112.2,-123.39,1117.5,-120.59
1132.9,-134.12,1123.1,-141.08,1128,-137.6
1145,-148.96,1136.2,-157.17,1140.6,-153.06
1159,-162.06,1151.4,-171.36,1155.2,-166.71
1174.7,-173.18,1168.4,-183.4,1171.5,-178.29
1191.6,-182.12,1186.8,-193.09,1189.2,-187.6
1209.8,-189.68,1205.2,-200.77,1207.5,-195.23
1228.3,-197.34,1223.7,-208.42,1226,-202.88
1246.7,-204.99,1242.1,-216.08,1244.4,-210.54
1265.4,-212.85,1260.4,-223.75,1262.9,-218.3
1283.6,-222.81,1277.2,-232.93,1280.4,-227.87
1300.4,-235.1,1292.7,-244.28,1296.5,-239.69
1315.4,-249.51,1306.5,-257.58,1310.9,-253.54
1328.3,-265.78,1318.4,-272.6,1323.4,-269.19
1339,-283.63,1328.3,-289.08,1333.6,-286.35
1347.1,-302.45,1335.8,-306.6,1341.5,-304.52
1353.2,-322.11,1341.6,-325.11,1347.4,-323.61
1357.4,-342.28,1345.5,-344.1,1351.4,-343.19
1359.5,-362.76,1347.5,-363.39,1353.5,-363.07
1359.5,-383.35,1347.6,-382.78,1353.6,-383.07
1357.5,-403.84,1345.7,-402.08,1351.6,-402.96
1353.5,-424.04,1341.9,-421.1,1347.7,-422.57
1347.5,-443.72,1336.2,-439.64,1341.8,-441.68
1339.5,-462.71,1328.7,-457.52,1334.1,-460.12
1329.7,-480.81,1319.4,-474.56,1324.6,-477.69
1318.1,-497.83,1308.5,-490.6,1313.3,-494.22
1304.9,-513.62,1296.1,-505.46,1300.5,-509.54
1290.2,-528.01,1282.2,-519.01,1286.2,-523.51
1274.1,-540.85,1267,-531.11,1270.6,-535.98
1256.8,-552.02,1250.8,-541.63,1253.8,-546.82
1238.4,-561.41,1233.5,-550.47,1236,-555.94
1219.3,-568.92,1215.4,-557.55,1217.4,-563.24
1199.4,-574.49,1196.8,-562.78,1198.1,-568.63
1179.2,-578.04,1177.7,-566.13,1178.4,-572.09
1158.6,-579.55,1158.3,-567.56,1158.5,-573.55
1139.8,-579.61,1139.8,-567.61,1139.8,-573.61
1119.8,-579.61,1119.8,-567.61,1119.8,-573.61
1099.8,-579.61,1099.8,-567.61,1099.8,-573.61
1079.8,-579.61,1079.8,-567.61,1079.8,-573.61
1059.8,-579.61,1059.8,-567.61,1059.8,-573.61
1039,-578.57,1040.7,-566.69,1039.8,-572.63
1018.4,-573.54,1022.4,-562.23,1020.4,-567.88
999.28,-564.53,1005.4,-554.23,1002.4,-559.38
982.3,-551.89,990.39,-543.03,986.35,-547.46
968.18,-536.13,977.87,-529.05,973.02,-532.59
957.46,-517.87,968.37,-512.86,962.91,-515.37
950.59,-497.86,962.27,-495.11,956.43,-496.48
947.83,-476.87,959.82,-476.5,953.82,-476.69
949.29,-455.76,961.12,-457.78,955.2,-456.77
954.92,-435.36,966.11,-439.69,960.52,-437.52
964.49,-416.48,974.6,-422.95,969.54,-419.71
977.62,-399.88,986.24,-408.23,981.93,-404.05
993.79,-386.22,1000.6,-396.11,997.18,-391.17
1012.3,-376.04,1017,-387.09,1014.7,-381.57
1032.6,-369.76,1035,-381.51,1033.8,-375.63
1053.6,-367.61,1053.6,-379.61,1053.6,-373.61
1071.8,-367.61,1071.8,-379.61,1071.8,-373.61
1089.3,-364.79,1093.5,-376.02,1091.4,-370.4
1104.1,-355.5,1112.4,-364.2,1108.2,-359.85
1114.1,-341.18,1125.1,-345.97,1119.6,-343.58
1117.8,-324.08,1129.8,-324.21,1123.8,-324.15
1115.9,-307.1,1127.6,-304.42,1121.8,-305.76
1109.6,-289.77,1120.3,-284.28,1114.9,-287.02
1099.2,-274.54,1108.1,-266.58,1103.7,-270.56
1085.3,-262.36,1092,-252.43,1088.7,-257.39
1070.2,-254.48,1074.8,-243.39,1072.5,-248.93
1051.8,-246.82,1056.4,-235.74,1054.1,-241.28
1033.3,-239.17,1037.9,-228.08,1035.6,-233.63
1014.8,-231.52,1019.4,-220.43,1017.1,-225.97
996.34,-223.86,1000.9,-212.78,998.63,-218.32
978.07,-216.33,982.21,-205.07,980.14,-210.7
960.87,-213.62,960.87,-201.62,960.87,-207.62
940.87,-213.62,940.87,-201.62,940.87,-207.62
920.87,-213.62,920.87,-201.62,920.87,-207.62
900.87,-213.62,900.87,-201.62,900.87,-207.62
880.87,-213.62,880.87,-201.62,880.87,-207.62
860.87,-213.62,860.87,-201.62,860.87,-207.62
840.87,-213.62,840.87,-201.62,840.87,-207.62
820.87,-213.62,820.87,-201.62,820.87,-207.62
800.87,-213.62,800.87,-201.62,800.87,-207.62
780.87,-213.62,780.87,-201.62,780.87,-207.62
761.11,-213.66,760.63,-201.67,760.87,-207.66
744.13,-217.82,739.02,-206.96,741.57,-212.39
730.1,-228.26,721.17,-220.25,725.64,-224.25
721.25,-243.33,709.91,-239.44,715.58,-241.38
718.87,-259.62,706.87,-259.62,712.87,-259.62
718.87,-279.62,706.87,-279.62,712.87,-279.62
718.87,-299.62,706.87,-299.62,712.87,-299.62
718.11,-320.31,706.19,-318.88,712.15,-319.6
713.49,-340.97,702.1,-337.19,707.79,-339.08
706.21,-359.28,695.12,-354.68,700.66,-356.98
698.55,-377.75,687.47,-373.16,693.01,-375.46
690.9,-396.23,679.81,-391.64,685.36,-393.93
683.25,-414.71,672.16,-410.12,677.7,-412.41
675.59,-433.19,664.51,-428.59,670.05,-430.89
667.94,-451.66,656.85,-447.07,662.4,-449.37
660.29,-470.14,649.2,-465.55,654.74,-467.84
652.63,-488.62,641.55,-484.03,647.09,-486.32
644.98,-507.1,633.89,-502.5,639.44,-504.8
637.33,-525.57,626.24,-520.98,631.78,-523.28
627.69,-544.65,618.01,-537.55,622.85,-541.1
611.23,-559.62,605.08,-549.32,608.15,-554.47
590.24,-567,588.58,-555.12,589.41,-561.06
568.03,-565.62,571.13,-554.03,569.58,-559.83
550.01,-558.68,554.6,-547.59,552.31,-553.14
531.53,-551.03,536.12,-539.94,533.83,-545.48
513.05,-543.37,517.65,-532.29,515.35,-537.83
494.58,-535.72,499.17,-524.63,496.87,-530.18
476.1,-528.06,480.69,-516.98,478.4,-522.52
457.62,-520.41,462.21,-509.32,459.92,-514.87
439.14,-512.76,443.74,-501.67,441.44,-507.21
420.67,-505.1,425.26,-494.02,422.96,-499.56
402.19,-497.45,406.78,-486.36,404.49,-491.91
383.71,-489.8,388.3,-478.71,386.01,-484.25
365.23,-482.14,369.83,-471.06,367.53,-476.6
346.76,-474.49,351.35,-463.4,349.05,-468.95
328.28,-466.84,332.87,-455.75,330.57,-461.29
309.8,-459.18,314.39,-448.1,312.1,-453.64
291.32,-451.53,295.92,-440.44,293.62,-445.98
274.28,-446.3,274.88,-434.31,274.58,-440.3
258.39,-450.12,252.41,-439.71,255.4,-444.91
247.08,-461.92,236.43,-456.41,241.75,-459.17
243.96,-477.97,232.01,-479.09,237.99,-478.53
250.02,-493.16,240.57,-500.56,245.29,-496.86
262.23,-505.66,253.74,-514.15,257.99,-509.91
276.37,-519.81,267.88,-528.29,272.13,-524.05
290.51,-533.95,282.03,-542.43,286.27,-538.19
304.65,-548.09,296.17,-556.58,300.41,-552.33
318.8,-562.23,310.31,-570.72,314.55,-566.48
332.94,-574.68,326.18,-584.6,329.56,-579.64
349.39,-583.21,344.17,-594.01,346.78,-588.61
367.34,-595.3,359.28,-604.19,363.31,-599.75
381.15,-611.95,370.92,-618.22,376.03,-615.09
389.71,-631.83,378.13,-634.96,383.92,-633.39
392.32,-653.31,380.33,-653.05,386.32,-653.18
388.77,-674.66,377.34,-671.03,383.05,-672.84
379.35,-694.14,369.4,-687.43,374.38,-690.79
364.82,-710.18,357.17,-700.94,360.99,-705.56
346.36,-721.47,341.62,-710.44,343.99,-715.96
325.46,-727.1,324.02,-715.19,324.74,-721.14
306.34,-727.65,306.34,-715.65,306.34,-721.65
286.34,-727.65,286.34,-715.65,286.34,-721.65
266.34,-727.65,266.34,-715.65,266.34,-721.65
246.34,-727.65,246.34,-715.65,246.34,-721.65
226.34,-727.65,226.34,-715.65,226.34,-721.65
206.34,-727.65,206.34,-715.65,206.34,-721.65
186.34,-727.65,186.34,-715.65,186.34,-721.65
166.34,-727.65,166.34,-715.65,166.34,-721.65
146.34,-727.65,146.34,-715.65,146.34,-721.65
126.34,-727.65,126.34,-715.65,126.34,-721.65
106.34,-727.65,106.34,-715.65,106.34,-721.65
86.34,-727.65,86.34,-715.65,86.34,-721.65
66.34,-727.65,66.34,-715.65,66.34,-721.65
46.34,-727.65,46.34,-715.65,46.34,-721.65
26.34,-727.65,26.34,-715.65,26.34,-721.65
5.2149,-726.53,7.5989,-714.77,6.4069,-720.65
-15.28,-717.87,-8.5039,-707.96,-11.892,-712.91
-30.782,-701.9,-20.684,-695.42,-25.733,-698.66
-38.845,-681.17,-27.019,-679.13,-32.932,-680.15
-39.66,-661.65,-27.66,-661.65,-33.66,-661.65
-39.66,-641.65,-27.66,-641.65,-33.66,-641.65
-39.66,-621.65,-27.66,-621.65,-33.66,-621.65
-39.66,-601.65,-27.66,-601.65,-33.66,-601.65
-43.822,-585.35,-33.291,-579.59,-38.556,-582.47
-55.289,-573.04,-48.806,-562.94,-52.048,-567.99
-71.255,-567.73,-70.406,-555.76,-70.83,-561.75
-91.052,-565.32,-87.89,-553.74,-89.471,-559.53
-110.93,-556.12,-104.15,-546.22,-107.54,-551.17
-126.7,-540.93,-117.05,-533.79,-121.88,-537.36
-136.63,-521.41,-125.18,-517.82,-130.91,-519.62
-139.66,-501.65,-127.66,-501.65,-133.66,-501.65
-139.66,-481.65,-127.66,-481.65,-133.66,-481.65
-139.66,-461.65,-127.66,-461.65,-133.66,-461.65
-139.66,-441.65,-127.66,-441.65,-133.66,-441.65
-139.66,-421.65,-127.66,-421.65,-133.66,-421.65
-139.66,-401.65,-127.66,-401.65,-133.66,-401.65
-139.66,-381.65,-127.66,-381.65,-133.66,-381.65
-139.66,-361.65,-127.66,-361.65,-133.66,-361.65
-139.66,-341.65,-127.66,-341.65,-133.66,-341.65
-139.66,-321.65,-127.66,-321.65,-133.66,-321.65
-139.66,-301.65,-127.66,-301.65,-133.66,-301.65
-139.66,-281.65,-127.66,-281.65,-133.66,-281.65
-139.66,-261.65,-127.66,-261.65,-133.66,-261.65
-139.66,-241.65,-127.66,-241.65,-133.66,-241.65
-139.66,-221.65,-127.66,-221.65,-133.66,-221.65
-139.66,-201.65,-127.66,-201.65,-133.66,-201.65
-139.66,-181.65,-127.66,-181.65,-133.66,-181.65
-139.66,-161.65,-127.66,-161.65,-133.66,-161.65
-139.66,-141.65,-127.66,-141.65,-133.66,-141.65
-139.1,-121.14,-127.15,-122.21,-133.12,-121.68
-135.68,-100.54,-124.02,-103.39,-129.85,-101.96
-129.22,-80.686,-118.12,-85.237,-123.67,-82.961
-119.88,-62.014,-109.58,-68.17,-114.73,-65.092
-107.86,-44.943,-98.594,-52.565,-103.23,-48.754
-93.431,-29.854,-85.403,-38.774,-89.417,-34.314
-76.912,-17.086,-70.303,-27.102,-73.608,-22.094
-58.674,-6.923,-53.633,-17.813,-56.153,-12.368
-39.125,0.4077,-35.763,-11.112,-37.444,-5.3521
-18.702,4.7422,-17.095,-7.1497,-17.898,-1.2038
